날짜,제목,발표자,소속,원제목,링크
2026-07-26,Citation Needed: Provenance for LLM-Built Knowledge Graphs,Daniel Chalef,Zep AI,"Citation Needed: Provenance for LLM-Built Knowledge Graphs — Daniel Chalef, Zep AI",https://youtu.be/H7puB0RwJMM
2026-07-26,Local Agentic Theory For Mobile Games,Shafik Quoraishee & Joanne Song,The New York Times,"Local Agentic Theory For Mobile Games — Shafik Quoraishee & Joanne Song, The New York Times",https://youtu.be/418t26CVz-w
2026-07-26,Video Has No Memory. Here's How We Built One.,James Le,TwelveLabs,"Video Has No Memory. Here's How We Built One. — James Le, TwelveLabs",https://youtu.be/mOf-PP4mVjA
2026-07-26,Why Agentic Systems Need Ontologies,Frank Coyle,UC Berkeley,"Why Agentic Systems Need Ontologies — Frank Coyle, UC Berkeley",https://youtu.be/Sir59K8ZDPU
2026-07-26,Learned Execution Graphs for Anomaly Detection & Drift in APIs,Ritvik Pandya,JP Morgan Chase,"Learned Execution Graphs for Anomaly Detection & Drift in APIs — Ritvik Pandya, JP Morgan Chase",https://youtu.be/u1yaOeEX4e8
2026-07-26,From Systems of Record to Systems of Context,Omri Bruchim & Tomer Ast,monday.com,"From Systems of Record to Systems of Context — Omri Bruchim & Tomer Ast, monday.com",https://youtu.be/Btk8wDUVs74
2026-07-26,Your Moat Is Your Data Model,Mike Phipps,Gates Foundation,"Your Moat Is Your Data Model — Mike Phipps, Gates Foundation",https://youtu.be/jt1Pbr_n6oU
2026-07-26,Active Graph Agent Runtime (BabyAGI 4),Yohei Nakajima,Untapped Capital,"Active Graph Agent Runtime (BabyAGI 4) — Yohei Nakajima, Untapped Capital",https://youtu.be/khVX_BUnEwU
2026-07-26,"CrabRAG: Why Automated Assistants Need Graph Memory, Not More Tokens",Stephen Chin,Neo4j,"CrabRAG: Why Automated Assistants Need Graph Memory, Not More Tokens — Stephen Chin, Neo4j",https://youtu.be/Q0VkgCyNVUg
2026-07-26,Thinner Agents on a Smarter Substrate: The Ontology-based Semantic Layer,Emil Eifrem,Neo4j,"Thinner Agents on a Smarter Substrate: The Ontology-based Semantic Layer — Emil Eifrem, Neo4j",https://youtu.be/VGN22pPpb-8
2026-07-26,Claude for Long-Horizon Tasks,Lance Martin,Anthropic,"Claude for Long-Horizon Tasks — Lance Martin, Anthropic",https://youtu.be/9QebvrrY3KY
2026-07-26,Full Workshop: Better Auth,Paola Estefania,Better Auth,"Full Workshop: Better Auth — Paola Estefania, Better Auth",https://youtu.be/JvKO40CFq-s
2026-07-26,Every Harness Will Become A Claw,Sam Bhagwat,Mastra,"Every Harness Will Become A Claw — Sam Bhagwat, Mastra",https://youtu.be/8qWIPUia2O8
2026-07-26,HTML Is All Agents Need,James Russo,HeyGen,"HTML Is All Agents Need — James Russo, HeyGen",https://youtu.be/Cz4v1WHVyZc
2026-07-26,"""The biggest challenge in your stack? Evals, Evals, Evals""",2026 State of AI Engineering results,,"""The biggest challenge in your stack? Evals, Evals, Evals"" - 2026 State of AI Engineering results",https://youtu.be/RGe6EjucbzI
2026-07-26,Your agent architecture has a half-life of 6 months,Dan Farrelly,"CTO, Inngest","Your agent architecture has a half-life of 6 months — Dan Farrelly, CTO, Inngest",https://youtu.be/X1kp-ABIIxQ
2026-07-26,The Desktop Frontier,Ahmad Osman,Osmantic,"The Desktop Frontier — Ahmad Osman, Osmantic",https://youtu.be/XV2oYi7kojc
2026-07-26,Through the AI Fog: The Architectural Decision Agentic Security Depends On,Manoj Nair,Snyk,"Through the AI Fog: The Architectural Decision Agentic Security Depends On — Manoj Nair, Snyk",https://youtu.be/1EZdpEhwmNc
2026-07-26,"Agentic Security: Permissions, Provenance, and the Agent Supply Chain",Steve Yegge,Gas Town,"Agentic Security: Permissions, Provenance, and the Agent Supply Chain — Steve Yegge, Gas Town",https://youtu.be/yWS0udrIOc8
2026-07-26,Agentic Development Security,Ezra Tanzer,Snyk,"Agentic Development Security — Ezra Tanzer, Snyk",https://youtu.be/cgimkNGNjvU
2026-07-26,Your LLM Stack Is a 2008 Database With Better Marketing,Lovina Dmello,NVIDIA,"Your LLM Stack Is a 2008 Database With Better Marketing — Lovina Dmello, NVIDIA",https://youtu.be/XjI-AR4pt7Y
2026-07-26,We Gave an Agent Production Code Access and Then Tried to Sleep at Night,Moritz Johner,Form3,"We Gave an Agent Production Code Access and Then Tried to Sleep at Night — Moritz Johner, Form3",https://youtu.be/LqLoYksJ6do
2026-07-26,Privacy-Preserving Intelligence,"Steve Korshakov, Bee",acq. Amazon,"Privacy-Preserving Intelligence — Steve Korshakov, Bee (acq. Amazon)",https://youtu.be/IvE8n-ylFYY
2026-07-26,It's 10pm. Do You Know Where Your Agents Are?,Kim Maida,Keycard,"It's 10pm. Do You Know Where Your Agents Are? — Kim Maida, Keycard",https://youtu.be/I3znWC3MEXM
2026-07-26,Security Track Intro,Randall Degges,Snyk,"Security Track Intro — Randall Degges, Snyk",https://youtu.be/2xJoimgoqBg
2026-07-26,AI’s Jurassic Park Period,Aaron Stanley,dbt Labs,"AI’s Jurassic Park Period — Aaron Stanley, dbt Labs",https://youtu.be/1lgFGaHoGq8
2026-07-26,"In the Land of AI Agents, the Verifiers Are King",Tariq Shaukat,Sonar,"In the Land of AI Agents, the Verifiers Are King — Tariq Shaukat, Sonar",https://youtu.be/VrpEyglYgeU
2026-07-26,Why Your Agent Disagrees With Itself (And What To Do About It),Diane Lin,Datadog,"Why Your Agent Disagrees With Itself (And What To Do About It) - Diane Lin, Datadog",https://youtu.be/wEc9aG7cRQc
2026-07-26,Don't Let the LLM Drive,Ornella Bahidika & Joel Allou,Microsoft,"Don't Let the LLM Drive - Ornella Bahidika & Joel Allou, Microsoft",https://youtu.be/m24UKZomm7k
2026-07-26,Your Voice Agent Doesn't Need a Frontier Model,Joel Allou & Ornella Bahidika,Microsoft,"Your Voice Agent Doesn't Need a Frontier Model - Joel Allou & Ornella Bahidika, Microsoft",https://youtu.be/fnLBmfsI_Fg
2026-07-26,Enterprise Agents Have a Structure Problem,Ishita Daga,Tesla,"Enterprise Agents Have a Structure Problem - Ishita Daga, Tesla",https://youtu.be/B8l81jhvHbI
2026-07-26,When Agents Meet Physical Data: The Other Physics of Agent Harnesses,Dmitry Petrov,DataChain,"When Agents Meet Physical Data: The Other Physics of Agent Harnesses - Dmitry Petrov, DataChain",https://youtu.be/bUJgirn4_yc
2026-07-26,Build the AI GTM Agent That Knows the Buyer,"Dr. Sajjan Kanukolanu, Position2",Position Squared,"Build the AI GTM Agent That Knows the Buyer - Dr. Sajjan Kanukolanu, Position2 (Position Squared)",https://youtu.be/ltv-L5oMPIs
2026-07-26,"Agents Need Receipts, Not More Tool Calls",Armanas Povilionis,Alithea Bio,"Agents Need Receipts, Not More Tool Calls - Armanas Povilionis, Alithea Bio",https://youtu.be/Q9ycQHbDdJs
2026-07-26,Agent Output Is Not UX: Rendering Layer Your LLM Pipeline Is Missing,Bala Ramdoss,Amazon Lens,"Agent Output Is Not UX: Rendering Layer Your LLM Pipeline Is Missing - Bala Ramdoss, Amazon Lens",https://youtu.be/maTp79FD9gI
2026-07-26,Designing Voice Agents for Real Conversations,Chintan Agrawal & Daniel Wirjo,AWS,"Designing Voice Agents for Real Conversations - Chintan Agrawal & Daniel Wirjo, AWS",https://youtu.be/hMlLw1LeIK8
2026-07-26,Skills are the New SDKs,Elvin Aghammadzada,DataRobot,"Skills are the New SDKs - Elvin Aghammadzada, DataRobot",https://youtu.be/LC3-P7v3yoI
2026-07-26,Medic for Apache Spark - First Aid for Failing Jobs,Drasko Profirovic,Pinterest,"Medic for Apache Spark - First Aid for Failing Jobs - Drasko Profirovic, Pinterest",https://youtu.be/0RNNfxpdbQk
2026-07-26,Can Oncology Workflows Run Without Human Touch?,Anant Shankhdhar,Risa Labs,"Can Oncology Workflows Run Without Human Touch? - Anant Shankhdhar, Risa Labs",https://youtu.be/_cVfz88_j7A
2026-07-26,From Tokens to Cells: Foundation Models for Single-Cell Biology,Akram Baharlouei,Altos Labs,"From Tokens to Cells: Foundation Models for Single-Cell Biology - Akram Baharlouei, Altos Labs",https://youtu.be/-561cZmir5Q
2026-07-26,You Didn't Ship a Bug. You Just Wrote It for a Human.,Ravi Madabhushi,Scalekit,"You Didn't Ship a Bug. You Just Wrote It for a Human. - Ravi Madabhushi, Scalekit",https://youtu.be/lMCxVorb9wM
2026-07-26,From Blind Spots to Merged PRs: Continuous Agentic Performance Optimization,May Walter,Hud,"From Blind Spots to Merged PRs: Continuous Agentic Performance Optimization - May Walter, Hud",https://youtu.be/JJGbw4ggaFs
2026-07-26,Build Evals That Actually Matter,Nick Ung & Akshay Sharma,Lyft,"Build Evals That Actually Matter - Nick Ung & Akshay Sharma, Lyft",https://youtu.be/3z2uT5aDx_Y
2026-07-26,Autonomous Agents for Scientific Tasks,Sina Shahandeh,Radicait,"Autonomous Agents for Scientific Tasks - Sina Shahandeh, Radicait",https://youtu.be/XLEYtv3cMlw
2026-07-26,A Practitioner's Guide to Graphs,Tim Ainge,Good Collective,"A Practitioner's Guide to Graphs - Tim Ainge, Good Collective",https://youtu.be/3ySF0I5iE_0
2026-07-26,The UX of AI: Making AI-Powered Apps Your Users Don't Hate,Kathryn Grayson Nanz,Progress Software,"The UX of AI: Making AI-Powered Apps Your Users Don't Hate - Kathryn Grayson Nanz, Progress Software",https://youtu.be/L3RuP_q8Bwc
2026-07-26,Stop Burning Tokens: Why self-improvement needs domain expertise first,Annabell Schäfer,Langfuse,"Stop Burning Tokens: Why self-improvement needs domain expertise first - Annabell Schäfer, Langfuse",https://youtu.be/eAXxdtNlK04
2026-07-26,Stop Renting Your Cognitive Infrastructure,Thiyagarajan Maruthavanan,Kalmantic Labs,"Stop Renting Your Cognitive Infrastructure - Thiyagarajan Maruthavanan, Kalmantic Labs",https://youtu.be/Bck7ABCZRZI
2026-07-26,Content Is Code,Matt Palmer,Conductor,"Content Is Code - Matt Palmer, Conductor",https://youtu.be/yv6xovSsB1U
2026-07-26,"Agents Need Receipts, Not More Tool Calls",Armanas Povilionis,Alithea Bio,"Agents Need Receipts, Not More Tool Calls - Armanas Povilionis, Alithea Bio",https://youtu.be/Fu45geO3zX8
2026-07-26,Agents Need Feature Flags,Sachin Gupta,,Agents Need Feature Flags - Sachin Gupta,https://youtu.be/zU4EagB311U
2026-07-26,Your Agents Need a Save Button,Hamza Tahir,ZenML,"Your Agents Need a Save Button - Hamza Tahir, ZenML",https://youtu.be/bZISsg7H7DA
2026-07-26,Using LLMs to Secure Source Code,Eugene Yan,Anthropic,"Using LLMs to Secure Source Code — Eugene Yan, Anthropic",https://youtu.be/imFedndyXYQ
2026-07-26,The Great Loops Debate,Dex Horthy,"Geoff Huntley, Ian Livingstone, Greg Pstrucha, @insecure-agents","The Great Loops Debate — Dex Horthy, Geoff Huntley, Ian Livingstone, Greg Pstrucha, @insecure-agents",https://youtu.be/c35YoMdnI78
2026-07-26,"Special Topics in Kernels, RL, Reward Hacking in Agents",Daniel Han,Unsloth,"Special Topics in Kernels, RL, Reward Hacking in Agents — Daniel Han, Unsloth",https://youtu.be/uIiA6DquRiE
2026-07-26,On AI and Knowledge,Pablo Castro,"Distinguished Engineer & CVP for AI Knowledge, Microsoft","On AI and Knowledge — Pablo Castro, Distinguished Engineer & CVP for AI Knowledge, Microsoft",https://youtu.be/RGSFUqzqErE
2026-07-26,"""Software engineering is not about writing code""",Benoit Schillings,Google DeepMind VP of Research,"""Software engineering is not about writing code"" — Benoit Schillings, Google DeepMind VP of Research",https://youtu.be/1P1hJ36rxM0
2026-07-26,Every company should have a Brain,Garry Tan,Y Combinator,"Every company should have a Brain — Garry Tan, Y Combinator",https://youtu.be/eBUyTS7SzV4
2026-07-26,"Imagination Engineering: ""Live in the future and then build what's missing.""",,,"Imagination Engineering: ""Live in the future and then build what's missing.""",https://youtu.be/Z2Erdirpudo
2026-07-26,How Autoresearch is changing ML research,Zhengyao Jiang,Weco,"How Autoresearch is changing ML research — Zhengyao Jiang, Weco",https://youtu.be/iCj_ATyThvc
2026-07-26,Computer-Use 2.0: Agents Just Got Multi-Cursor,Francesco Bonacci,Cua,"Computer-Use 2.0: Agents Just Got Multi-Cursor — Francesco Bonacci, Cua",https://youtu.be/ZSQb5fzRFPw
2026-07-26,Recursive Model Improvement,Lee Robinson,"Cursor, SpaceXAI","Recursive Model Improvement — Lee Robinson, Cursor, SpaceXAI",https://youtu.be/q4Tr-DknG2M
2026-07-26,"Claude Fable, Claude Tag, and Anthropic's Culture",Cat Wu & Thariq Shihipar ft Simon Willison,,"Claude Fable, Claude Tag, and Anthropic's Culture — Cat Wu & Thariq Shihipar ft Simon Willison",https://youtu.be/uU5Gv2h8-9g
2026-07-26,WTF Is the Context Layer? The Missing Infrastructure for Production Agents,Prukalpa Sankar,,WTF Is the Context Layer? The Missing Infrastructure for Production Agents — Prukalpa Sankar,https://youtu.be/8G_1-3IO4ZQ
2026-07-26,Don't Ship Skills Without Evals,Philipp Schmid,Google DeepMind,"Don't Ship Skills Without Evals — Philipp Schmid, Google DeepMind",https://youtu.be/0vphxNt4wyk
2026-07-26,Forward Deployed Engineering at Cursor,Pauline Brunet,,Forward Deployed Engineering at Cursor — Pauline Brunet,https://youtu.be/APqXGyCoGW4
2026-07-26,"""The engineer of the future is the person who is able to choose what is worth doing.""",Addy Osmani,,"""The engineer of the future is the person who is able to choose what is worth doing."" — Addy Osmani",https://youtu.be/n97BCfyFIvw
2026-07-26,"""I've never seen anything scarier than an LLM with tool calls.""",Erik Meijer aka @HeadinTheBox,,"""I've never seen anything scarier than an LLM with tool calls."" — Erik Meijer aka @HeadinTheBox",https://youtu.be/-CnA2lGfymY
2026-07-26,Stop Evaluating Models Like It's the 50s,Alejandro Vidal,Mindmakers,"Stop Evaluating Models Like It's the 50s - Alejandro Vidal, Mindmakers",https://youtu.be/O3FEoMYvUf8
2026-07-26,From fork() to Fleet: Designing an Agent Sandbox Cloud,Abhishek Bhardwaj,OpenAI,"From fork() to Fleet: Designing an Agent Sandbox Cloud — Abhishek Bhardwaj, OpenAI",https://youtu.be/OqM67QG_Ikk
2026-07-26,Modern Post-Training: A Deep Dive,Will Brown,Prime Intellect,"Modern Post-Training: A Deep Dive — Will Brown, Prime Intellect",https://youtu.be/V-EDrhIhHzQ
2026-07-26,RLM: Recursive Language Models for Large Codebases,Shashi,Superagentic AI,"RLM: Recursive Language Models for Large Codebases - Shashi, Superagentic AI",https://youtu.be/8oyalrfwgjw
2026-07-26,The AI bugpocalypse is here. Now what?,Jack Cable,Corridor,"The AI bugpocalypse is here. Now what? - Jack Cable, Corridor",https://youtu.be/7JgIS42mz7U
2026-07-26,"Semantic Blindness: 500,000 Sensors Confused an LLM",Raahul Singh & Vanč Levstik,Phaidra,"Semantic Blindness: 500,000 Sensors Confused an LLM - Raahul Singh & Vanč Levstik, Phaidra",https://youtu.be/EUsPvBeIx70
2026-07-26,The Agentic Web and the Bazaar Era of AI,Ramesh Raskar,MIT Media Lab,"The Agentic Web and the Bazaar Era of AI - Ramesh Raskar, MIT Media Lab",https://youtu.be/sum9DgexFRQ
2026-07-26,A Song of Types and Agents,Roberto Stagi,Ratel,"A Song of Types and Agents - Roberto Stagi, Ratel",https://youtu.be/UlFB6efYN5Q
2026-07-26,ReviewDebt: a practical framework for scoring every pull request,Sachin Gupta,Ebay,"ReviewDebt: a practical framework for scoring every pull request — Sachin Gupta, Ebay",https://youtu.be/TJPInBjhE4Q
2026-07-26,remobi.app: Don't change your terminal workflow for mobile,,,remobi.app: Don't change your terminal workflow for mobile,https://youtu.be/5192csoTkVo
2026-07-26,What Does Done Even Mean? Agents and Paperclip's Liveness Model,Dotta,Paperclip,"What Does Done Even Mean? Agents and Paperclip's Liveness Model - Dotta, Paperclip",https://youtu.be/7P0elyLIxXo
2026-07-26,Claws Out: Securing and Building with OpenClaw,Nick Taylor,Pomerium,"Claws Out: Securing and Building with OpenClaw - Nick Taylor, Pomerium",https://youtu.be/xg1zNlzw7Jk
2026-07-26,Stop AI Agent Hallucinations: 5 Techniques + Production Patterns,Elizabeth Fuentes,AWS,"Stop AI Agent Hallucinations: 5 Techniques + Production Patterns - Elizabeth Fuentes, AWS",https://youtu.be/vJukHCIv7Ck
2026-07-26,"The Factory That Dreams: 39 AI Agents, No Framework",Rushabh Doshi,Machinecraft,"The Factory That Dreams: 39 AI Agents, No Framework - Rushabh Doshi, Machinecraft",https://youtu.be/jtzh-GBXBWc
2026-07-26,Chat and citations won't save your vertical AI,Atul Ramachandran,Filed Inc,"Chat and citations won't save your vertical AI - Atul Ramachandran, Filed Inc",https://youtu.be/RGiXcVxSD3s
2026-07-26,"State of the Union: Why Local, Why Now",NVIDIA,"Osmantic, Roboflow, EXO Labs, @matthew_berman","State of the Union: Why Local, Why Now — NVIDIA, Osmantic, Roboflow, EXO Labs, @matthew_berman",https://youtu.be/KB41dTlX1Uc
2026-07-26,Every Solo Agent Builder Eventually Reinvents a Worse Version of CI/CD,Sumaiya Shrabony,,Every Solo Agent Builder Eventually Reinvents a Worse Version of CI/CD - Sumaiya Shrabony,https://youtu.be/WLXxTaPagA8
2026-07-26,Develop at Idea Velocity,Jeffrey Lee-Chan,Snapchat,"Develop at Idea Velocity - Jeffrey Lee-Chan, Snapchat",https://youtu.be/9arM9b7JgOo
2026-07-26,From Writing Code to Designing Systems: How the Developer Role is Changing,Chris Noring,Microsoft,"From Writing Code to Designing Systems: How the Developer Role is Changing — Chris Noring, Microsoft",https://youtu.be/GdvKNwMcfd0
2026-07-26,"Design Patterns for AI Trust: Juries, Libraries, and Agent Tiers",Alex Bauer,Upside.tech,"Design Patterns for AI Trust: Juries, Libraries, and Agent Tiers — Alex Bauer, Upside.tech",https://youtu.be/YZQsWVeN3rE
2026-07-26,Understanding is the new bottleneck,Geoffrey Litt,Notion,"Understanding is the new bottleneck — Geoffrey Litt, Notion",https://youtu.be/WkBPX-oDMnA
2026-07-26,Should AI Engineers Still Read Code in 2026? The Z/L Continuum,Alex Volkov,ThursdAI,"Should AI Engineers Still Read Code in 2026? The Z/L Continuum — Alex Volkov, ThursdAI",https://youtu.be/ZpK5PWX2YRM
2026-07-26,The Golden Age of AI Engineering,Alexander Embiricos & Romain Huet & Peter Steinberger,OpenAI,"The Golden Age of AI Engineering — Alexander Embiricos & Romain Huet & Peter Steinberger, OpenAI",https://youtu.be/pMggiOb18tc
2026-07-26,Everything we knew about software has changed,Theo Browne,t3dotgg ​,"Everything we knew about software has changed — Theo Browne, @t3dotgg ​",https://youtu.be/xUnRQ9vLXxo
2026-07-26,Think You Can Build a Game with AI? Think Again!,Danielle An & David Hoe,Meta,"Think You Can Build a Game with AI? Think Again! - Danielle An & David Hoe, Meta",https://youtu.be/grdoOC1BT1s
2026-07-26,Your agent is blindfolded,Johan Lajili,Poolside AI,"Your agent is blindfolded — Johan Lajili, Poolside AI",https://youtu.be/iRcX54EO5g8
2026-07-26,Building an ACP-Compatible Agent Live,Bennet Fenner,Zed,"Building an ACP-Compatible Agent Live — Bennet Fenner, Zed",https://youtu.be/HsxQICTLF84
2026-07-26,Teaching Coding Agents to do Spreadsheets,Nuno Campos,Witan Labs,"Teaching Coding Agents to do Spreadsheets - Nuno Campos, Witan Labs",https://youtu.be/HEFSExa0xl0
